alternate_positions,avatar_url,common_name,first_name,id,last_name,league_name,nationality_image_url,nationality_label,overall_rating,player_abilities_images,player_abilities_labels,position_short_label,preferred_foot,shield_url,skill_moves,stat_acceleration,stat_aggression,stat_agility,stat_balance,stat_ballControl,stat_composure,stat_crossing,stat_curve,stat_def,stat_defensiveAwareness,stat_dri,stat_dribbling,stat_finishing,stat_freeKickAccuracy,stat_gkDiving,stat_gkHandling,stat_gkKicking,stat_gkPositioning,stat_gkReflexes,stat_headingAccuracy,stat_interceptions,stat_jumping,stat_longPassing,stat_longShots,stat_pac,stat_pas,stat_penalties,stat_phy,stat_positioning,stat_reactions,stat_sho,stat_shortPassing,stat_shotPower,stat_slidingTackle,stat_sprintSpeed,stat_stamina,stat_standingTackle,stat_strength,stat_vision,stat_volleys,team_image_url,team_label,weak_foot
CM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p73501.webp,,Mohamed,73501,Cherif,3F Superliga,https://drop-assets.ea.com/images/1jZz62efwnvqOx0jaHEN9Q/6cb3c202445e6236374c77e551404d11/f_118.png,Guinea,61,,,CDM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73501_en.webp,2,65,66,63,56,54,54,37,34,62,58,54,51,26,36,11,12,7,12,10,63,59,79,54,34,64,50,40,74,47,55,35,58,55,65,64,62,67,82,51,32,https://drop-assets.ea.com/images/4ZAD9euz4dJUycxWKymyeG/31e9d906f91c7a228dc22f98417a287a/l1447.png,Sønderjyske,3
CM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p80012.webp,,Diego,80012,Michel,3. Liga,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,France,61,,,CAM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/80012_en.webp,3,71,44,77,69,65,56,58,59,35,32,66,66,53,53,12,6,11,9,5,38,23,54,59,49,67,60,50,58,57,54,53,64,58,39,64,67,45,59,58,48,https://drop-assets.ea.com/images/70xHuX7sLHfnC1D6GovGpx/b1d02eac6cb2de754ed1a23df7cc91bd/l110532.png,SV Waldhof,3
CDM|CM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p171923.webp,,Sam,171923,Foley,EFL League Two,https://drop-assets.ea.com/images/3kYEdtacSx6YJO1G3LJIGw/72d622eb085aecaa6ecfa86c30bc3015/f_25.png,Republic of Ireland,61,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,Precision Header,CB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/171923_en.webp,2,40,61,64,70,62,66,57,49,60,59,60,55,53,57,7,14,12,9,13,57,61,62,60,53,37,58,56,70,54,60,54,59,59,60,35,70,62,75,57,49,https://drop-assets.ea.com/images/GQM1dZFQBtEvvq0Vmdm1m/1f94056b3dfe1ecf7a7e186e6d5d7b0d/l381.png,Barrow,4
CAM|LM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p199183.webp,Kim Bo Kyung,Bo Kyung,199183,Kim,K League 1,https://drop-assets.ea.com/images/1dVkB8X9Wb0vnMLflqc8EP/c44c481c48f80fa33f1056628596b957/f_167.png,Korea Republic,61,https://drop-assets.ea.com/images/2K5BYfVYRnrdjt8F3hwI04/62f147b6a436c107bfa3d042c1d5728d/Incisive_Pass.png|https://drop-assets.ea.com/images/2tvHC5JQ2sXrN8wUTJWLEA/94b0f6a78d1a9e1348a33c9772f23afd/Tiki_Taka.png,Incisive Pass|Tiki Taka,CM,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/199183_en.webp,3,46,52,60,66,65,64,61,68,49,46,63,61,54,65,12,15,10,13,13,56,48,55,59,61,50,64,66,56,60,62,57,66,58,47,54,57,52,58,65,60,https://drop-assets.ea.com/images/6oQOgi8mqNsxN0ExwYZaxY/a7a138ad533b26de99199a1f7e7a0135/l112555.png,FC Anyang,4
LB,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p222235.webp,Ren Hang,Hang,222235,Ren,CSL,https://drop-assets.ea.com/images/3UvJNYKZw5JkdQ7kOdw6vy/317a36cbfe23633cc21b93a819f14cd2/f_155.png,China PR,61,https://drop-assets.ea.com/images/3ync8fbblS4zLzF3p1VXmT/7752a5103c2ebd8be5cf1819379c66f4/Precision_Header.png,Precision Header,CB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/222235_en.webp,2,54,63,34,52,59,60,59,55,60,61,54,55,49,39,11,6,8,15,13,62,58,68,60,43,53,58,37,65,58,57,49,58,57,59,53,55,61,71,59,42,https://drop-assets.ea.com/images/70vfYCygFDqKB0b59X9CQc/84c4554dff2762f0f8ffdb0dca7f4acf/l116361.png,Wuhan Three Towns,4
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p232256.webp,Han Pengfei,Pengfei,232256,Han,CSL,https://drop-assets.ea.com/images/3UvJNYKZw5JkdQ7kOdw6vy/317a36cbfe23633cc21b93a819f14cd2/f_155.png,China PR,61,https://drop-assets.ea.com/images/7jwRDD4zkOsqRpc821t73d/16d46d57a5dfc7dd5dd5f8de0fd26a99/Long_Ball_Pass.png,Long Ball Pass,CB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/232256_en.webp,2,33,61,52,72,54,59,41,33,58,55,56,56,52,37,7,12,6,6,13,60,61,68,60,50,43,52,42,79,48,60,51,58,53,58,51,82,59,85,54,42,https://drop-assets.ea.com/images/3fGAQCGqtKzek6w0jW3lnF/c5d0881e103bfe46841118af2d214e4a/l116360.png,Chengdu FC,2
LW,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p237731.webp,,Josh,237731,Hawkes,EFL League Two,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,England,61,https://drop-assets.ea.com/images/FfTP29PWrRWZjEaiCCVoa/a1b345e4ae7023ed78b1efd68d28f392/Whipped_Pass.png,Whipped Pass,LM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/237731_en.webp,3,72,41,72,71,59,57,59,63,35,34,61,61,62,61,13,7,7,6,10,38,33,53,55,61,70,58,57,55,57,54,60,58,60,32,69,66,37,56,58,52,https://drop-assets.ea.com/images/4OPnMUouOQeFWSaw7aeMdk/c75f3c9bad0d80a106291212596cc882/l1920.png,Oldham Athletic,3
LM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p248178.webp,,Bipin,248178,Singh,ISL,https://drop-assets.ea.com/images/3avX8UdW3DFGVYX9u9Ua9q/15056f031ce197f9bdf139f60d1b5bb2/f_159.png,India,61,https://drop-assets.ea.com/images/468u1R1p2k1fA6WBHi0OEn/fb9d49ed2a8fb500cd5a184937b96b34/Finesse_Shot.png,Finesse Shot,LW,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/248178_en.webp,3,87,44,76,68,56,48,57,56,26,26,58,56,64,58,11,12,6,14,9,38,15,58,54,58,83,54,50,58,62,56,60,52,57,24,80,80,29,53,53,47,https://drop-assets.ea.com/images/6TVbAxNBHS6Q78Q3x5DbUM/d2badba165890ee2d0f970d3b2114f45/l111629.png,East Bengal,4
CDM|RW,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p253607.webp,,Carlos,253607,Ramos,Libertadores,https://drop-assets.ea.com/images/1KXj3pySTA9J9K8w7167Qm/5b02c072a8dfb553cf7953a209998b03/f_61.png,Venezuela,61,,,CM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/253607_en.webp,2,63,60,56,55,62,48,33,38,60,63,57,55,51,37,14,11,7,11,12,34,61,48,65,37,64,54,34,61,49,62,43,62,37,61,65,74,65,57,61,28,https://drop-assets.ea.com/images/3bR8gh5HyqVhLgaYsczMjS/36d7eef07df9db3a06d46e262dc934b0/l110991.png,Carabobo FC,4
CDM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p255896.webp,,Leonardo,255896,Justiniano,Libertadores,https://drop-assets.ea.com/images/sBWHKDX8EAzK6chmwqwyD/e363357cfcd27c30710fcd9aa2c9d8ac/f_53.png,Bolivia,61,,,CB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255896_en.webp,2,58,54,51,62,61,55,50,33,60,52,60,60,50,35,12,8,10,9,14,63,60,66,65,28,57,57,42,62,59,66,43,68,41,60,57,67,66,62,50,31,https://drop-assets.ea.com/images/4NcWWmeytw6BV7RsWtzH44/10859a1e515ee865f483c2d022391aad/l131795.png,San Antonio,3
CM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p271205.webp,,Isaías,271205,Delpupo,1A Pro League,https://drop-assets.ea.com/images/4xMXjEt7CFJ6JENYeG45Sk/836d733dc1642c5e4ab3338d91481436/f_52.png,Argentina,61,,,CAM,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271205_en.webp,3,72,56,72,86,67,48,56,64,37,32,67,68,51,61,13,10,12,13,13,38,38,57,58,55,65,61,55,56,54,46,53,65,53,40,59,43,41,63,60,52,https://drop-assets.ea.com/images/2QoYCL1jsyz3q5s1vOv5XG/b6ee322f1bb087d17f0a87b222a0992b/l680.png,STVV,3
CM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p274630.webp,,Jack,274630,Thomson,Scottish Prem,https://drop-assets.ea.com/images/3LfmKqyBykOGZyfdSpENTr/ec3733dfa9526c8f6da96bf0f8c7448e/f_42.png,Scotland,61,,,CDM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/274630_en.webp,2,65,70,59,67,61,49,39,37,60,61,58,57,33,38,10,7,12,8,15,49,58,60,57,35,66,51,38,65,50,53,39,62,54,60,66,62,64,65,46,39,https://drop-assets.ea.com/images/1Mqm0CYeGgxacDRVpjV4de/36308bc05fa59980a5025517bb02a2a9/l82.png,Kilmarnock,3
LM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p275258.webp,,Arif,275258,Boşluk,Trendyol Süper Lig,https://drop-assets.ea.com/images/501PnaP87pzjR8dKEQ20OT/7f0fd5c896b732a094222cbf0560b4c2/f_48.png,Turkey,61,,,LB,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275258_en.webp,2,71,65,65,59,62,46,62,64,56,57,61,62,31,39,14,11,6,11,9,55,57,64,50,40,69,54,41,59,54,60,40,59,55,50,68,62,58,55,42,44,https://drop-assets.ea.com/images/3AF1UCNvLwZs5kapbWuCk9/e1cebee09f0953e5653311d5a29365ee/l436.png,Trabzonspor,2
RW,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p278339.webp,,Marco,278339,Palestra,Serie A Enilive,https://drop-assets.ea.com/images/2WtjWPqYzT7xcMCbvajGZH/d06e9ec4734a0d43d88f65386cc3a484/f_27.png,Italy,61,,,RM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278339_en.webp,3,67,52,56,60,66,60,59,51,47,44,62,61,50,40,7,9,10,8,10,53,52,62,56,50,66,57,42,56,59,60,51,61,60,52,66,51,43,60,52,32,https://drop-assets.ea.com/images/5sjhiBbFzi7mnkVrR5zk76/7ecf5510b695d3053df0fa1f94cd4cea/l1842.png,Cagliari,3
CDM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p278535.webp,Luis Roldán,Luis,278535,Roldán López,LALIGA EA SPORTS,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,Spain,61,,,CM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278535_en.webp,3,63,54,57,52,60,45,43,34,54,44,55,51,60,36,12,6,11,9,12,50,59,57,61,61,62,56,41,57,60,64,55,65,43,52,62,58,62,57,61,35,https://drop-assets.ea.com/images/4i9SsTrlHBPTyWh3SBWTDl/151d49c14cd2b1f48547d9445b8c2c7e/l468.png,Elche CF,3
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p279508.webp,,Tom,279508,de Graaff,Eredivisie,https://drop-assets.ea.com/images/7LmdSUm2Ge4fzqcz0NElvq/d272142c80713dcf0e5ec0a47232aeee/f_34.png,Holland,61,,,GK,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/279508_en.webp,1,34,37,32,40,25,36,14,15,32,10,62,12,10,13,62,58,66,59,62,13,8,54,28,10,62,66,26,59,12,59,58,32,50,12,29,26,12,58,42,10,https://drop-assets.ea.com/images/3YJwJuSzKBF1VTOSiDm0zr/de6aee80c6998beb739c6431e40911af/l1914.png,PEC Zwolle,3
RM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p69996.webp,,Aurélien,69996,Platret,Ligue 2 BKT,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,France,61,,,RB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/69996_en.webp,2,69,46,59,78,61,55,62,50,55,52,59,58,46,44,14,6,5,9,7,55,53,52,57,45,67,57,47,52,49,48,48,61,55,56,65,73,58,44,51,41,https://drop-assets.ea.com/images/5co5UI1AHtbI2ukfDRCaJo/e1b71190a5474ec0ad50085ca0b18aed/l132680.png,US Boulogne,3
CM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p70186.webp,,Ali Eren,70186,Ersungur,Bundesliga 2,https://drop-assets.ea.com/images/501PnaP87pzjR8dKEQ20OT/7f0fd5c896b732a094222cbf0560b4c2/f_48.png,Turkey,61,,,CAM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/70186_en.webp,3,64,44,66,67,63,56,58,55,36,33,63,64,57,56,10,13,5,14,14,57,28,62,59,48,67,60,62,56,52,56,56,63,60,35,70,60,38,59,62,54,https://drop-assets.ea.com/images/hH4bpZJ2bDYK5biA3C9tW/3e48260efb6ce6b9751e9b87f8ddcdcf/l1832.png,Karlsruher SC,3
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p76338.webp,,Jemiah,76338,Umolu,EFL League Two,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,England,61,,,ST,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/76338_en.webp,2,68,64,57,47,56,56,46,52,30,24,56,57,60,45,9,11,9,8,10,58,29,75,41,58,71,49,57,71,59,58,61,56,67,21,73,58,29,80,46,57,https://drop-assets.ea.com/images/5QMJcSaYvq4G4G5NXEWrZb/5fdc5698d16c626312981487df96cefb/l112764.png,Bromley FC,3
CM|CB,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p213281.webp,,Paulo,213281,Retre,A-League,https://drop-assets.ea.com/images/1z4BxEaFLZ7lgOP3T5RVqv/99256126771f079224aadffd2f61ad94/f_195.png,Australia,61,,,CDM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/213281_en.webp,2,47,58,68,68,62,58,57,42,57,55,62,60,50,37,7,10,14,13,8,50,58,59,60,45,44,58,54,68,58,56,49,63,48,57,41,70,59,71,58,45,https://drop-assets.ea.com/images/3hYzlopzcMBoUTlEDG65u4/d5ed33e9573dd1f979420c44311e2c9e/l111766.png,Well. Phoenix,3
LM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p232888.webp,Chen Zhechao,Zhechao,232888,Chen,CSL,https://drop-assets.ea.com/images/3UvJNYKZw5JkdQ7kOdw6vy/317a36cbfe23633cc21b93a819f14cd2/f_155.png,China PR,61,,,LB,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/232888_en.webp,2,71,57,84,66,51,45,51,33,58,58,57,55,35,35,6,15,10,12,12,54,56,68,54,30,69,52,38,67,44,53,35,58,40,59,67,74,59,68,50,26,https://drop-assets.ea.com/images/70vfYCygFDqKB0b59X9CQc/84c4554dff2762f0f8ffdb0dca7f4acf/l116361.png,Wuhan Three Towns,2
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p248000.webp,,Eduard,248000,Pap,SUPERLIGA,https://drop-assets.ea.com/images/yJG6VRw2DHBpS1YBUe6XM/8251edf43104234bc25ece0a960006de/f_39.png,Romania,61,,,GK,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/248000_en.webp,1,39,40,31,36,13,30,14,12,35,5,63,11,12,14,64,61,57,58,63,10,6,47,22,13,64,57,17,58,7,50,61,25,43,11,28,26,11,46,43,11,https://drop-assets.ea.com/images/7C9zvfIpjnEoSBfvTt5EQW/ecd1260d21d30401cb4ab2bf01c033bb/l114546.png,FK Csíkszereda,2
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p270748.webp,,James,270748,Maxwell,EFL League One,https://drop-assets.ea.com/images/3LfmKqyBykOGZyfdSpENTr/ec3733dfa9526c8f6da96bf0f8c7448e/f_42.png,Scotland,61,,,LB,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270748_en.webp,2,72,74,72,69,56,56,52,53,57,59,60,60,29,29,6,14,8,15,10,38,60,57,45,26,71,50,38,66,51,58,34,52,49,60,71,71,59,62,51,28,https://drop-assets.ea.com/images/1Ci1wHcUdLK6UWZFWsxMuf/4c158ba73e25a3862915e55b1bca8a3f/l142.png,Doncaster,3
CM|CDM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p271270.webp,,Robbin,271270,Weijenberg,Eredivisie,https://drop-assets.ea.com/images/7LmdSUm2Ge4fzqcz0NElvq/d272142c80713dcf0e5ec0a47232aeee/f_34.png,Holland,61,,,CAM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271270_en.webp,3,64,44,62,68,63,64,46,59,44,47,62,62,47,48,7,12,10,6,8,55,25,64,64,44,67,61,58,55,57,54,49,67,57,52,69,49,46,61,65,47,https://drop-assets.ea.com/images/3FA5f1ZXEuAiIkTAXXUjk9/7027cec17afc27be031999480d9ee618/l100632.png,Go Ahead Eagles,2
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p271491.webp,Carlos López,Carlos,271491,López Nogueras,LALIGA HYPERMOTION,https://drop-assets.ea.com/images/Kv8okAYMsDbB3ZKbxrAXw/9d30c88d16a4c85002f35c6af412c6f7/f_45.png,Spain,61,https://drop-assets.ea.com/images/3CjCz29sjIt1xMZTRDi4vQ/8ecb201b0ae7d6d536d03c847a768ffa/Far_Throw.png|https://drop-assets.ea.com/images/1s2muXoHUmP1T0vGYKXSl1/6d265b13804069371f16a58788703a33/Footwork.png,Far Throw|Footwork,GK,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271491_en.webp,1,36,20,40,42,20,22,10,11,36,5,64,12,7,12,61,59,59,59,64,11,12,43,34,7,61,59,16,59,4,58,59,31,44,14,35,23,11,44,39,7,https://drop-assets.ea.com/images/6ulWIbWny6fRuOChCjNJBf/a5ee9d59be2725133e39b35c3057c332/l573.png,Málaga CF,3
LM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p274719.webp,,Yeltzin,274719,Erique,Libertadores,https://drop-assets.ea.com/images/66PiFUp2Q6vRExGveELXgV/e8199bd0e00c5c544ac498d6424aafa0/f_57.png,Ecuador,61,,,LB,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/274719_en.webp,2,81,56,74,76,57,44,57,47,56,57,61,61,41,40,6,8,13,7,6,46,58,63,33,31,79,44,43,58,59,62,40,42,45,56,77,65,58,55,45,32,https://drop-assets.ea.com/images/1dSEF7MEHerEBRgmdkQ41o/78756dfa8212d2dde6b9da045a97999b/l110986.png,LDU Quito,2
RM|CM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p275271.webp,,Oskar,275271,Boesen,3F Superliga,https://drop-assets.ea.com/images/6ueYG8kGNCY97fHWQ6LIZ7/9ad4b50beeb1d0d2a5d2bb5a8891336f/f_13.png,Denmark,61,,,CAM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275271_en.webp,3,64,49,67,67,62,55,55,45,44,45,62,61,58,35,11,12,8,13,13,45,41,57,59,59,64,57,40,57,59,59,54,62,45,42,64,55,44,62,58,44,https://drop-assets.ea.com/images/UO62xokBPFGoQcmT14HpB/7e16d72acbbbf8b97534da7149b1dc9f/l270.png,Silkeborg IF,3
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p72878.webp,,Amin,72878,Ramazanov,Liga Azerbaijan,https://drop-assets.ea.com/images/36MLm9EZVX5WAd3V4LD0bx/c46ef898be371268f2190617a3872e07/f_5.png,Azerbaijan,61,,,GK,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/72878_en.webp,1,30,20,30,24,14,36,13,13,29,11,64,10,9,11,63,59,62,60,64,11,12,55,27,8,63,62,12,60,9,49,59,23,47,11,27,19,12,63,34,9,https://drop-assets.ea.com/images/2JxFk2gCTlyiAsUzsXuStD/45b9c1c34070243414e7485139413abe/l113888.png,Qarabağ FK,3
CAM|RB,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p73147.webp,,Ole,73147,Wohlers,3. Liga,https://drop-assets.ea.com/images/6IIMMGk0Uj1rcZ6DSHTpLL/93f95b602dc62594104f418c8f80ebb3/f_21.png,Germany,61,,,ST,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73147_en.webp,2,64,50,54,64,59,58,39,40,42,40,59,59,64,35,10,9,7,7,11,63,42,67,53,55,65,53,60,58,62,56,60,61,59,35,66,55,39,61,60,48,https://drop-assets.ea.com/images/7FXx2qT0VWVDtWI3RGwg53/452dd68a0c3020eca8fb306013470ff4/l492.png,Wehen Wiesbaden,3
RW|ST|LM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p76625.webp,,Rodrigo,76625,Vásquez,Sudamericana,https://drop-assets.ea.com/images/3oSt1AKWf8gJCT6jtMnZGJ/63a19100f7eb11e75ebaee5bbd04471c/f_55.png,Chile,61,,,LW,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/76625_en.webp,3,81,32,78,79,60,51,60,41,25,18,60,57,59,47,10,8,9,5,7,38,24,63,51,56,78,55,55,61,58,50,58,55,61,26,76,71,28,68,56,38,https://drop-assets.ea.com/images/5JqMNM6waInldluAMRNIcv/5d819035712b24e95fd5e2786828cabd/l110977.png,Unión Española,4
LM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p77084.webp,,Frederik,77084,Flex,Eliteserien,https://drop-assets.ea.com/images/6ueYG8kGNCY97fHWQ6LIZ7/9ad4b50beeb1d0d2a5d2bb5a8891336f/f_13.png,Denmark,61,,,LB,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/77084_en.webp,2,70,54,65,63,59,56,58,41,56,54,59,57,36,38,12,7,11,8,12,55,56,65,54,41,70,54,40,60,51,57,38,58,38,57,70,63,58,60,51,33,https://drop-assets.ea.com/images/6ZqLtnjNnRlF4WMDuDGuzf/7b8cfce53f7f97d77188da7638c3d215/l113459.png,Kristiansund BK,3
LM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p78482.webp,,Mert,78482,Göckan,3. Liga,https://drop-assets.ea.com/images/501PnaP87pzjR8dKEQ20OT/7f0fd5c896b732a094222cbf0560b4c2/f_48.png,Turkey,61,,,LB,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/78482_en.webp,2,64,55,58,58,57,54,56,42,59,56,57,56,47,46,11,6,15,13,7,48,59,55,51,44,61,54,43,58,54,57,48,57,57,64,59,62,63,57,55,45,https://drop-assets.ea.com/images/61V3YHEjxaDiZqXeogItIv/604d4d0540319769a673c1a43a66f876/l1825.png,MSV Duisburg,2
LB|RM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p79181.webp,,Luca,79181,Stancu,SUPERLIGA,https://drop-assets.ea.com/images/yJG6VRw2DHBpS1YBUe6XM/8251edf43104234bc25ece0a960006de/f_39.png,Romania,61,,,RB,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79181_en.webp,2,68,48,65,68,62,46,59,54,56,56,59,57,38,46,7,8,7,12,12,52,56,56,51,44,71,55,35,55,48,52,41,60,45,58,74,66,56,53,50,38,https://drop-assets.ea.com/images/WKwLglD8mgRDuvTyznwd7/b608c36c8482b14e842dfe95d2091799/l114147.png,FC Hermannstadt,4
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p201864.webp,,Simon,201864,Thomas,Eliteserien,https://drop-assets.ea.com/images/6NVjftdldQXhdzrkDQccXB/0bbb62e54641cc2fc4c5e9f347319859/f_70.png,Canada,61,,,GK,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/201864_en.webp,1,42,34,37,52,23,40,14,14,40,18,60,14,14,14,60,61,57,59,60,14,18,61,35,14,60,57,20,59,12,58,61,35,43,15,36,28,17,68,42,17,https://drop-assets.ea.com/images/3g86b9S4x0nYHaoQVrbHY9/7bd31bf9fb88ecb2ca44cee28828ea2c/l418.png,Tromsø IL,1
CM,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p230081.webp,,Sadou,230081,Diallo,SSE Airtricity PD,https://drop-assets.ea.com/images/6ZM1OFXGUFeV0ZaYVKj2z/ae88ef17f8cb179fbc1c463f7e1e4bd8/f_14.png,England,61,,,CDM,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/230081_en.webp,2,53,60,51,47,61,54,47,52,57,58,58,59,45,44,15,8,10,5,9,47,57,62,63,49,53,56,39,64,49,59,49,68,61,55,53,43,60,77,44,44,https://drop-assets.ea.com/images/1rg56llHAILbKWcWAMZXPY/010109d4ae0d0210d2c317bf595d15fc/l445.png,Derry City,3
LW,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p242698.webp,Han Zilong,Zilong,242698,Han,CSL,https://drop-assets.ea.com/images/3UvJNYKZw5JkdQ7kOdw6vy/317a36cbfe23633cc21b93a819f14cd2/f_155.png,China PR,61,,,LM,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242698_en.webp,3,73,34,70,70,59,49,52,39,30,39,61,60,60,66,9,8,12,12,15,35,22,62,57,62,75,56,50,57,50,59,58,59,60,20,77,75,27,57,58,35,https://drop-assets.ea.com/images/6PqxR3C9VAbQskKL6wJIoX/4f591e05e6f517d21d96a3095c8eedb1/l131531.png,Yunnan Yukun,3
RM|LW,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p254998.webp,,Noam,254998,Emeran,Eredivisie,https://drop-assets.ea.com/images/3ECAQzhfgSLWRf9IIHB6G8/7e235a7b2f93c1f73db7f89dc03b3657/f_18.png,France,61,,,LM,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254998_en.webp,3,79,45,86,70,58,55,61,66,31,33,63,62,55,69,13,8,13,14,11,44,30,56,44,58,75,58,50,53,59,54,57,59,64,24,72,58,29,53,59,49,https://drop-assets.ea.com/images/2mjP4KkhbM1eNhu92MRXW6/970fe37979219e9bc199d06240a2dff1/l1915.png,FC Groningen,4
,https://ratings-images-prod.pulse.ea.com/FC26/components/players/p257209.webp,,Louis,257209,Fortin,1A Pro League,https://drop-assets.ea.com/images/7eZLPoDDyxSlQoqcS4NVA2/6fc085dc7e85ccd7519be7ff2df875ee/f_7.png,Belgium,61,,,GK,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/257209_en.webp,1,38,20,44,45,14,30,9,14,42,9,63,9,5,10,65,58,56,53,63,12,12,62,26,12,65,56,12,53,3,62,58,14,42,12,47,27,15,71,28,6,https://drop-assets.ea.com/images/29uq8Oz2wV1B7Oi9DLauT/cb8b630b2977b5fc4782e58fc3b6a245/l537.png,FCV Dender EH,2
